good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
The assistant who worked all alone down the hall wrote the letter that exposed corruption and bribery.,Before the assistant who worked all alone down the hall wrote the letter that exposed corruption and bribery.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,16,1003
"Before the assistant who worked all alone down the hall wrote the letter that exposed corruption and bribery, she had a cup of coffee.","The assistant who worked all alone down the hall wrote the letter that exposed corruption and bribery, she had a cup of coffee.",subordination_src-src,sub_matrix,no-sub_matrix,16,1004
The diplomat who was from the friendly country presented the file that expressed hope for cooperation.,After the diplomat who was from the friendly country presented the file that expressed hope for cooperation.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,17,1005
"After the diplomat who was from the friendly country presented the file that expressed hope for cooperation, the ambassador gave a speech.","The diplomat who was from the friendly country presented the file that expressed hope for cooperation, the ambassador gave a speech.",subordination_src-src,sub_matrix,no-sub_matrix,17,1006
The officials who wore dark suits and ties reviewed the contract that promised increased annual salaries.,While the officials who wore dark suits and ties reviewed the contract that promised increased annual salaries.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,18,1007
"While the officials who wore dark suits and ties reviewed the contract that promised increased annual salaries, the players waited nervously.","The officials who wore dark suits and ties reviewed the contract that promised increased annual salaries, the players waited nervously.",subordination_src-src,sub_matrix,no-sub_matrix,18,1008
The clerk who were from the town lost the plans that outlined the old water system.,Because the clerk who were from the town lost the plans that outlined the old water system.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,19,1009
"Because the clerk who were from the town lost the plans that outlined the old water system, the detective looked elsewhere.","The clerk who were from the town lost the plans that outlined the old water system, the detective looked elsewhere.",subordination_src-src,sub_matrix,no-sub_matrix,19,1010
The tourists who were from the countryside read the guide that described local customs and practices.,While the tourists who were from the countryside read the guide that described local customs and practices.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,20,1011
"While the tourists who were from the countryside read the guide that described local customs and practices, the children played in the sand.","The tourists who were from the countryside read the guide that described local customs and practices, the children played in the sand.",subordination_src-src,sub_matrix,no-sub_matrix,20,1012
The politicians who wore dark suits passed the new law that raised taxes on businesses and corporations.,When the politicians who wore dark suits passed the new law that raised taxes on businesses and corporations.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,21,1013
"When the politicians who wore dark suits passed the new law that raised taxes on businesses and corporations, the protestors blocked traffic outside.","The politicians who wore dark suits passed the new law that raised taxes on businesses and corporations, the protestors blocked traffic outside.",subordination_src-src,sub_matrix,no-sub_matrix,21,1014
The police who carried pistols on their belts found new evidence that was relevant to the murder.,When the police who carried pistols on their belts found new evidence that was relevant to the murder.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,22,1015
"When the police who carried pistols on their belts found new evidence that was relevant to the murder, the judge declared a mistrial.","The police who carried pistols on their belts found new evidence that was relevant to the murder, the judge declared a mistrial.",subordination_src-src,sub_matrix,no-sub_matrix,22,1016
The students who were from foreign countries handed in their papers that were about modern art.,Before the students who were from foreign countries handed in their papers that were about modern art.,subordination_src-src,no-sub_no-matrix,sub_no-matrix,23,1017
"Before the students who were from foreign countries handed in their papers that were about modern art, they revised them all night long.","The students who were from foreign countries handed in their papers that were about modern art, they revised them all night long.",subordination_src-src,sub_matrix,no-sub_matrix,23,1018
